2018-06-04T00:31:43+07:00 ERR (3): error-router-no-match	54.36.148.77	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/comments/feed/
2018-06-04T08:27:10+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-04T08:28:03+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/thiet-ke-noi-that-phong-khach-nha-pho-dep/feed/
2018-06-04T08:29:42+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/2017/06/11/
2018-06-04T10:52:59+07:00 ERR (3): error-router-no-match	123.30.175.210	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-04T12:00:40+07:00 ERR (3): error-router-no-match	123.30.175.210	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-04T12:43:08+07:00 ERR (3): error-router-no-match	123.30.175.136	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/tin-tuc/
2018-06-04T13:15:06+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/kien-truc-nha-pho-hien-dai/
2018-06-04T14:29:22+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/category/nha-pho-biet-thu/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/owl.carousel.js?ver=5.1.3
2018-06-04T14:29:23+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/category/nha-pho-biet-thu/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/responsive-tabs.css?ver=5.1.3
2018-06-04T15:06:12+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/Noi-that-nha-pho-an-tuong-voi-phong-cach-Chau-Au-vi-31-27-1.html
2018-06-04T15:06:45+07:00 ERR (3): error-router-no-match	66.249.79.142	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/robots.txt
2018-06-04T15:06:46+07:00 ERR (3): error-router-no-match	66.249.79.140	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/Thiet-ke-noi-that-nha-pho-an-tuong-vi-17-38-1.html
2018-06-04T15:14:05+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/prettyphoto/css/prettyPhoto.min.css?ver=5.0.1
2018-06-04T15:14:06+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/box-shortcodes.css?ver=5.1.3
2018-06-04T15:14:07+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/owl.transitions.css?ver=5.1.3
2018-06-04T15:14:08+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/king.user.js?ver=4.7.9
2018-06-04T15:14:09+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.min.js?ver=5.0.1
2018-06-04T15:14:10+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.0.1
2018-06-04T15:14:11+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/bar-cafe-nha-hang/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.0.1
2018-06-04T15:33:04+07:00 ERR (3): error-router-no-match	207.46.13.196	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:33:12+07:00 ERR (3): error-router-no-match	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:33:12+07:00 ERR (3): error-router-no-match	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:33:13+07:00 ERR (3): error-router-no-match	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:33:13+07:00 ERR (3): error-router-no-match	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:33:13+07:00 ERR (3): error-router-no-match	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-04T15:42:41+07:00 ERR (3): error-router-no-match	66.249.79.144	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/20-mau-mat-tien-nha-pho-thoi-thuong-vi-15-31-cms.html
2018-06-04T16:01:06+07:00 ERR (3): error-exception	207.46.13.225	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/chung-cu-quan-7-pd-19	Statement could not be executed (42000 - 1064 - You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near '' at line 1)
#0 /home/lifedeco/domains/lifedeco.vn/public_html/module/Frontend/src/Frontend/Model/MasterModel.php(80): Zend\Db\Adapter\Driver\Pdo\Statement->execute()
#1 /home/lifedeco/domains/lifedeco.vn/public_html/module/Frontend/src/Frontend/Controller/ProductController.php(65): Frontend\Model\MasterModel->fetchWhere('product_id = ')
#2 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php(82): Frontend\Controller\ProductController->detailAction()
#3 /home/lifedeco/domains/lifedeco.vn/public_html/module/Frontend/src/Frontend/Controller/MasterController.php(55): Zend\Mvc\Controller\AbstractActionController->onDispatch(Object(Zend\Mvc\MvcEvent))
#4 [internal function]: Frontend\Controller\MasterController->onDispatch(Object(Zend\Mvc\MvcEvent))
#5 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php(444): call_user_func(Array, Object(Zend\Mvc\MvcEvent))
#6 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php(205): Zend\EventManager\EventManager->triggerListeners('dispatch', Object(Zend\Mvc\MvcEvent), Object(Closure))
#7 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php(118): Zend\EventManager\EventManager->trigger('dispatch', Object(Zend\Mvc\MvcEvent), Object(Closure))
#8 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php(93): Zend\Mvc\Controller\AbstractController->dispatch(Object(Zend\Http\PhpEnvironment\Request), Object(Zend\Http\PhpEnvironment\Response))
#9 [internal function]: Zend\Mvc\DispatchListener->onDispatch(Object(Zend\Mvc\MvcEvent))
#10 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php(444): call_user_func(Array, Object(Zend\Mvc\MvcEvent))
#11 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php(205): Zend\EventManager\EventManager->triggerListeners('dispatch', Object(Zend\Mvc\MvcEvent), Object(Closure))
#12 /home/lifedeco/domains/lifedeco.vn/public_html/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php(314): Zend\EventManager\EventManager->trigger('dispatch', Object(Zend\Mvc\MvcEvent), Object(Closure))
#13 /home/lifedeco/domains/lifedeco.vn/public_html/public/index.php(17): Zend\Mvc\Application->run()
#14 {main}
2018-06-04T16:34:26+07:00 ERR (3): error-router-no-match	207.46.13.107	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/frontend/fonts/fontawesome-webfont.svg?v=4.1.0
2018-06-04T16:34:27+07:00 ERR (3): error-router-no-match	207.46.13.107	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/frontend/fonts/fontawesome-webfont.ttf?v=4.1.0
2018-06-04T16:34:41+07:00 ERR (3): error-router-no-match	207.46.13.178	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/css/font-style-2.css
2018-06-04T17:16:25+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/owl-carousel2-dist/owl.carousel.min.js?ver=5.0.1
2018-06-04T17:16:26+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/viewportchecker.js?ver=5.1.3
2018-06-04T17:16:27+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/king.hosting.js?ver=5.1.3
2018-06-04T19:00:30+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.6.1
2018-06-04T19:00:31+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-includes/js/comment-reply.min.js?ver=4.7.9
2018-06-04T19:00:32+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.0.1
2018-06-04T19:00:33+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/viewportchecker.js?ver=5.1.3
2018-06-04T19:00:34+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/showroom-van-phong/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/loopslider.css?ver=5.1.3
2018-06-04T19:13:28+07:00 ERR (3): error-router-no-match	66.249.79.142	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/Y-tuong-thiet-ke-rap-chieu-phim-an-tuong-vi-5-59-1.html
2018-06-04T22:32:01+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-04T22:32:47+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/dich-vu-thiet-ke-quan-ca-phe-san-vuon-chuyen-nghiep/feed/
2018-06-04T22:32:51+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/phan-mem-giup-nguoi-dan-o-sa-mac-xay-nha-de-dang-hon/feed/
2018-06-04T23:42:10+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/robots.txt
2018-06-04T23:42:11+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/26/	GET	http://lifedeco.vn/wp-includes/js/wp-emoji-release.min.js?ver=4.7.3
2018-06-04T23:42:11+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/26/	GET	http://lifedeco.vn/wp-includes/js/wp-embed.min.js?ver=4.7.3
2018-06-04T23:42:12+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/26/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/cube/cubeportfolio.min.css?ver=5.1.3
2018-06-04T23:42:13+07:00 ERR (3): error-router-no-match	66.249.77.24	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/26/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/core/shortcodes/assets/js/shortcode.js?ver=5.1.3
2018-06-04T23:44:05+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-04T23:44:52+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/thiet-ke-thi-cong-showroom-chuyen-nghiep/feed/
