2018-06-05T00:01:51+07:00 ERR (3): error-router-no-match	173.252.123.186	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b	http://lifedeco.vn/	GET	http://lifedeco.vn/css/font-style-2.css
2018-06-05T03:40:59+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/tam-nhin-su-mang
2018-06-05T03:44:01+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T03:45:07+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/Thiet-ke-xay-dung.html?Xaydung=8
2018-06-05T04:31:26+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T04:32:12+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/dich-vu-thiet-ke-thi-cong-xay-dung-beer-club/feed/
2018-06-05T05:06:14+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/tag/nha-4-tang/
2018-06-05T05:19:14+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T05:19:55+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/y-tuong-moi-cho-can-ho-chung-cu-an-tuong/feed/
2018-06-05T05:44:25+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T05:45:23+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/Thiet-ke-xay-dung.html?Xaydung=2
2018-06-05T05:47:23+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/2017/06/06/
2018-06-05T05:47:27+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/2017/06/06/
2018-06-05T06:25:21+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/tag/noi-that-dep/
2018-06-05T06:40:53+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/category/tin-tuc/feed/
2018-06-05T07:30:59+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/bear-club/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/king.css?ver=5.1.3
2018-06-05T07:32:20+07:00 ERR (3): error-router-no-match	66.249.77.24	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/can-ho-dep/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/main_menu/bootstrap.min.css?ver=5.1.3
2018-06-05T07:32:21+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/can-ho-dep/	GET	http://lifedeco.vn/wp-includes/js/wp-embed.min.js?ver=4.7.5
2018-06-05T07:38:50+07:00 ERR (3): error-router-no-match	123.30.175.138	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-05T07:43:55+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T07:44:33+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/nha-pho-khu-dan-cu-phong-phu-5/feed/
2018-06-05T07:48:14+07:00 ERR (3): error-router-no-match	207.46.13.45	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/robots.txt
2018-06-05T07:49:44+07:00 ERR (3): error-router-no-match	66.249.77.24	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/06/11/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/tabacc.css?ver=5.1.3
2018-06-05T07:49:48+07:00 ERR (3): error-router-no-match	66.249.77.24	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/showroom-hien-dai/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/king.user.js?ver=4.7.5
2018-06-05T07:49:48+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/showroom-hien-dai/	GET	http://lifedeco.vn/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.6.1
2018-06-05T07:49:49+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/showroom-hien-dai/	GET	http://lifedeco.vn/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5
2018-06-05T08:35:35+07:00 ERR (3): error-router-no-match	40.77.167.169	Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)		GET	http://lifedeco.vn/5-loai-cay-hut-am-diet-nam-moc-cuc-tot-nhat-dinh-nen-trong-trong-nha-n-21
2018-06-05T08:48:47+07:00 ERR (3): error-router-no-match	27.2.0.153	Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36	http://hoangkhaigroup.com/Mau-hinh-anh-nha-pho-dep-vi-18-38-1.html	GET	http://lifedeco.vn/images/favico.gif
2018-06-05T08:57:54+07:00 ERR (3): error-router-no-match	66.249.71.18	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/author/lifedeco/feed/
2018-06-05T13:13:27+07:00 ERR (3): error-router-no-match	66.249.71.17	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/robots.txt
2018-06-05T13:13:38+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/san-pham/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/vc_tabs/vc-tabs.min.js?ver=5.0.1
2018-06-05T13:13:38+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/san-pham/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/vc-tta-autoplay/vc-tta-autoplay.min.js?ver=5.0.1
2018-06-05T13:13:39+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/san-pham/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/css/js_composer_tta.min.css?ver=5.0.1
2018-06-05T13:13:54+07:00 ERR (3): error-router-no-match	66.249.77.22	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/san-pham/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/vc_accordion/vc-accordion.min.js?ver=5.0.1
2018-06-05T15:54:49+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/wp-includes/wlwmanifest.xml
2018-06-05T15:54:50+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/xmlrpc.php?rsd
2018-06-05T15:54:51+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/blog/wp-includes/wlwmanifest.xml
2018-06-05T15:54:51+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/wordpress/wp-includes/wlwmanifest.xml
2018-06-05T15:54:51+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/wp/wp-includes/wlwmanifest.xml
2018-06-05T15:54:52+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/site/wp-includes/wlwmanifest.xml
2018-06-05T15:54:52+07:00 ERR (3): error-router-no-match	178.137.165.32	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36		GET	http://lifedeco.vn/cms/wp-includes/wlwmanifest.xml
2018-06-05T16:34:43+07:00 ERR (3): error-router-no-match	178.154.200.39	Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)		GET	http://lifedeco.vn/robots.txt
2018-06-05T18:45:18+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T18:46:06+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/ngoi-nha-popup-lap-ghep-chi-bang-mot-chiec-van-vit/feed/
2018-06-05T18:54:06+07:00 ERR (3): error-router-no-match	123.30.175.140	Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-05T18:54:14+07:00 ERR (3): error-router-no-match	123.30.175.142	Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/wp-content/uploads/2017/06/biet-thu-dep-10-1-272x124.png
2018-06-05T19:02:06+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/ngoi-nha-popup-lap-ghep-chi-bang-mot-chiec-van-vit/feed/
2018-06-05T22:01:24+07:00 ERR (3): error-router-no-match	66.249.79.90	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/thiet-ke-thi-cong-noi-that-bar-vu-truong-an-tuong/feed/
2018-06-05T22:48:14+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/biet-thu-dep/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/custom.js?ver=5.1.3
2018-06-05T22:48:14+07:00 ERR (3): error-router-no-match	66.249.79.64	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/tag/biet-thu-dep/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/style.css?ver=5.1.3
2018-06-05T22:48:16+07:00 ERR (3): error-router-no-match	66.249.79.94	Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Safari/537.36	http://lifedeco.vn/tag/biet-thu-dep/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/js/universal/custom.js?ver=5.1.3
2018-06-05T23:36:46+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/nha-pho-biet-thu/	GET	http://lifedeco.vn/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=5.0.1
2018-06-05T23:36:47+07:00 ERR (3): error-router-no-match	66.249.79.67	Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/nha-pho-biet-thu/	GET	http://lifedeco.vn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.3.1.5
2018-06-05T23:49:05+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-05T23:50:26+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/cong-trinh-biet-thu-dep-binh-phu/feed/
