2018-06-09T00:14:43+07:00 ERR (3): error-router-no-match	95.163.255.99	Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)		GET	http://lifedeco.vn/robots.txt
2018-06-09T13:47:25+07:00 ERR (3): error-router-no-match	123.30.175.209	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/tag/noi-that-cao-cap/
2018-06-09T15:33:33+07:00 ERR (3): error-router-no-match	77.75.76.166	Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T15:36:27+07:00 ERR (3): error-router-no-match	123.30.175.210	Mozilla/5.0 (compatible; coccocbot-web/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-09T16:01:44+07:00 ERR (3): error-router-no-match	222.252.144.225	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/70.4.222 Chrome/64.4.3282.222 Safari/537.36	http://hoangkhaigroup.com/Mau-hinh-anh-nha-pho-dep-vi-18-38-1.html	GET	http://lifedeco.vn/images/favico.gif
2018-06-09T17:26:11+07:00 ERR (3): error-router-no-match	66.249.71.17	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/robots.txt
2018-06-09T17:26:12+07:00 ERR (3): error-router-no-match	66.249.77.23	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://lifedeco.vn/tag/thiet-ke-beer-club/feed/
2018-06-09T18:20:36+07:00 ERR (3): error-router-no-match	77.75.78.167	Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T18:22:49+07:00 ERR (3): error-router-no-match	185.234.217.32	Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; 125LA; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)	http://lifedeco.vn/wp-login.php	GET	http://lifedeco.vn/wp-login.php
2018-06-09T18:22:50+07:00 ERR (3): error-router-no-match	185.234.217.32	Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; 125LA; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)	http://lifedeco.vn/wp-login.php	GET	http://lifedeco.vn/wp-login.php
2018-06-09T20:18:09+07:00 ERR (3): error-router-no-match	77.75.79.36	Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T20:32:47+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/robots.txt
2018-06-09T20:34:44+07:00 ERR (3): error-router-no-match	216.244.66.234	Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)		GET	http://lifedeco.vn/Thiet-ke-xay-dung/Xay-dung-nha-pho-19-TL.html?Xaydung=3
2018-06-09T20:52:18+07:00 ERR (3): error-router-no-match	5.196.87.110	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T22:13:27+07:00 ERR (3): error-router-no-match	66.249.77.3	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/robots.txt
2018-06-09T22:13:28+07:00 ERR (3): error-router-no-match	66.249.77.3	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)		GET	http://www.lifedeco.vn/5-loai-cay-hut-am-diet-nam-moc-cuc-tot-nhat-dinh-nen-trong-trong-nha-n-21
2018-06-09T22:26:16+07:00 ERR (3): error-router-no-match	77.75.78.168	Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T23:09:48+07:00 ERR (3): error-router-no-match	77.75.78.161	Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)		GET	http://lifedeco.vn/robots.txt
2018-06-09T23:56:53+07:00 ERR (3): error-router-no-match	123.30.175.193	Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/robots.txt
2018-06-09T23:57:01+07:00 ERR (3): error-router-no-match	123.30.175.193	Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)		GET	http://lifedeco.vn/wp-content/uploads/2017/06/biet-thu-dep-10-1-272x124.png
